Generations,Run_1,Run_2,Run_3,Run_4,Run_5,Run_6,Run_7,Run_8,Run_9,Run_10
170,0.3672804832458496,0.36415815353393555,0.36072516441345215,0.36869215965270996,0.37226080894470215,0.36476731300354004,0.39939308166503906,0.3627352714538574,0.36215972900390625,0.36469554901123047
180,0.3857283592224121,0.38124895095825195,0.38787198066711426,0.38067126274108887,0.4239957332611084,0.3787529468536377,0.38315701484680176,0.3752405643463135,0.3771195411682129,0.38281893730163574
190,0.42125868797302246,0.4158289432525635,0.4037964344024658,0.40872764587402344,0.4044513702392578,0.39737772941589355,0.4017937183380127,0.40398573875427246,0.39063310623168945,0.4037172794342041
200,0.4215116500854492,0.41876697540283203,0.41286206245422363,0.42324066162109375,0.41634464263916016,0.42030763626098633,0.4277811050415039,0.4137887954711914,0.4207630157470703,0.44193434715270996
210,0.48014378547668457,0.4784975051879883,0.4503600597381592,0.44147443771362305,0.43734240531921387,0.44127416610717773,0.4472618103027344,0.4402642250061035,0.45285582542419434,0.44048428535461426
220,0.45331406593322754,0.4527931213378906,0.4598405361175537,0.4609653949737549,0.4468846321105957,0.45883941650390625,0.4568471908569336,0.46539998054504395,0.45531511306762695,0.46078062057495117
230,0.4778470993041992,0.5141892433166504,0.497189998626709,0.5065698623657227,0.4804353713989258,0.5365960597991943,0.522514820098877,0.4983992576599121,0.4928855895996094,0.48690271377563477
240,0.5211036205291748,0.5441770553588867,0.5135245323181152,0.5286037921905518,0.5206236839294434,0.5166337490081787,0.5269944667816162,0.5362114906311035,0.5190250873565674,0.5069077014923096
250,0.5305509567260742,0.5290331840515137,0.5174410343170166,0.5361669063568115,0.5395505428314209,0.5422558784484863,0.5285296440124512,0.5363147258758545,0.5163760185241699,0.5245544910430908
260,0.552771806716919,0.5555198192596436,0.5456821918487549,0.5435905456542969,0.5480961799621582,0.551530122756958,0.540020227432251,0.5425412654876709,0.6328067779541016,0.5535216331481934
270,0.5785257816314697,0.5679976940155029,0.5666162967681885,0.5681073665618896,0.5665760040283203,0.5770895481109619,0.5610287189483643,0.567152738571167,0.5685477256774902,0.5539743900299072
280,0.5881521701812744,0.5956478118896484,0.5825700759887695,0.5831520557403564,0.587566614151001,0.5790510177612305,0.5700154304504395,0.587632417678833,0.5700721740722656,0.5965511798858643
290,0.598752498626709,0.5986032485961914,0.5930702686309814,0.6126425266265869,0.6912071704864502,0.6422951221466064,0.6292281150817871,0.673173189163208,0.6268861293792725,0.6186864376068115
300,0.6393494606018066,0.6337141990661621,0.6393675804138184,0.6303043365478516,0.6347141265869141,0.6196627616882324,0.6477928161621094,0.6362013816833496,0.6333754062652588,0.6403005123138428
310,0.7073101997375488,0.7064015865325928,0.7818326950073242,0.6808972358703613,0.7415533065795898,0.8073608875274658,0.6768722534179688,0.7764272689819336,0.6753344535827637,0.6679329872131348
320,0.6639411449432373,0.7183430194854736,0.6822738647460938,0.6663534641265869,0.7009408473968506,0.6988604068756104,0.6935207843780518,0.6914868354797363,0.659635066986084,0.6658549308776855
330,0.7379701137542725,0.689857006072998,0.6959435939788818,0.6998293399810791,0.6777842044830322,0.7093534469604492,0.7226107120513916,0.6957781314849854,0.6928608417510986,0.7229411602020264
340,0.7310483455657959,0.7757046222686768,0.7168478965759277,0.7058088779449463,0.7293970584869385,0.7258350849151611,0.7320506572723389,0.7190182209014893,0.6914103031158447,0.7199718952178955
350,0.7312803268432617,0.7403316497802734,0.7477335929870605,0.7267649173736572,0.7240481376647949,0.7199316024780273,0.7056796550750732,0.7318580150604248,0.7269134521484375,0.7282981872558594
360,0.7363135814666748,0.7868137359619141,0.7630915641784668,0.729851484298706,0.7487707138061523,0.7468969821929932,0.7523617744445801,0.7317657470703125,0.741340160369873,0.7263762950897217
370,0.7539513111114502,0.7523868083953857,0.7603044509887695,0.7754876613616943,0.7678790092468262,0.7629601955413818,0.7444455623626709,0.7483775615692139,0.7755939960479736,0.761979341506958
380,0.8235964775085449,0.7951836585998535,0.757892370223999,0.7759816646575928,0.7688651084899902,0.7718677520751953,0.789132833480835,0.7943825721740723,0.8010070323944092,0.7759792804718018
390,0.7954113483428955,0.7868757247924805,0.801800012588501,0.7998983860015869,0.7921411991119385,0.7898392677307129,0.7906291484832764,0.7819187641143799,0.7909359931945801,0.8015367984771729
400,0.8080861568450928,0.8342311382293701,0.8059070110321045,0.8124227523803711,0.8051908016204834,0.8620431423187256,0.8185806274414062,0.8175954818725586,0.8064024448394775,0.8249833583831787
410,0.8360178470611572,0.8416638374328613,0.8286032676696777,0.8390598297119141,0.8255743980407715,0.8504986763000488,0.8341062068939209,0.8199558258056641,0.8455753326416016,0.8270308971405029
420,0.8555784225463867,0.8550276756286621,0.8600413799285889,0.8636069297790527,0.8711996078491211,0.8782856464385986,0.8470051288604736,0.9166150093078613,0.8616533279418945,0.8644993305206299
430,0.8822672367095947,0.8786020278930664,0.8756418228149414,0.8946387767791748,0.8906404972076416,0.8725574016571045,0.8743305206298828,0.8816530704498291,0.8646433353424072,0.8787236213684082
440,0.9111328125,0.8942680358886719,0.8886559009552002,0.8942244052886963,0.8995261192321777,0.92954421043396,0.8980433940887451,0.8992390632629395,0.8901324272155762,0.913118839263916
450,0.9227888584136963,0.9261684417724609,0.8982620239257812,0.9272489547729492,0.9128355979919434,0.9231607913970947,0.9108107089996338,0.9176514148712158,0.9122138023376465,0.9107823371887207
460,0.9348936080932617,0.9398548603057861,0.9507222175598145,0.9307727813720703,0.9288396835327148,0.9436826705932617,0.9702081680297852,0.9539000988006592,0.9442708492279053,0.9357321262359619
470,0.9581959247589111,0.9593033790588379,0.9412312507629395,0.9507839679718018,0.9713397026062012,0.9748368263244629,0.945138692855835,0.9580910205841064,0.9496493339538574,0.9334201812744141
480,0.9773900508880615,0.981271505355835,1.0024962425231934,0.9687459468841553,1.1046385765075684,1.009185791015625,0.9854381084442139,0.9843504428863525,1.0004549026489258,0.9995613098144531
490,1.033959150314331,1.0218579769134521,0.9990582466125488,0.9957311153411865,0.9939813613891602,0.9973282814025879,1.0125176906585693,1.0122761726379395,1.0716965198516846,1.0339696407318115
500,1.0379970073699951,1.0420663356781006,1.1219966411590576,1.0534121990203857,1.506453275680542,1.1042041778564453,1.0234379768371582,1.0459036827087402,1.0068333148956299,1.0268795490264893
